title,artist,total_popularity_weight,spotify_id
Friends (with BloodPop®),Justin Bieber,1167189,7iNIg7XDEaYECfWD5dJ9Va
Flames,"David Guetta, Sia",1164395,33IOhptvC2Qoy2UhjiHXLV
No Hay Nadie Más,Sebastian Yatra,1156001,3IPJg1sdqLj12kFIndaonN
Secreto,"Anuel AA, KAROL G",1152760,5W83ErFkO3aKAIS1WMi6u0
Old Town Road,Lil Nas X,1152596,0F7FA14euOIX8KcbEturGH
La Rompe Corazones,"Daddy Yankee, Ozuna",1151709,2Q85xwXagilpHKTfdrbC7M
Slide (feat. Frank Ocean & Migos),"Calvin Harris, Funk Wav",1150491,7tr2za8SQg2CI8EDgrdtNl
Bad Liar,Imagine Dragons,1148475,2RSHsoi04658QL5xgQVov3
Traicionera,Sebastian Yatra,1147188,4Ft0391aLVNtCPPseh98lp
Favorito,Camilo,1146415,0jT8Nl0shPS8115is0wD2Q
changes,XXXTENTACION,1141643,7AFASza1mXqntmGtbxXprO
Mine,Bazzi,1138881,7uzmGiiJyRfuViKKK3lVmR
Stargazing,"Kygo, Justin Jesso",1137812,0Zbbxnx4SGGHoIow4PpISP
Que Mas Pues - Remix,"Sech, Justin Quiles, Maluma, Nicky Jam, Farruko, Dalex, Lenny Tavárez",1136386,7fODjB7BrQTGqh0hogW6XD
THE SCOTTS,"THE SCOTTS, Travis Scott, Kid Cudi",1134850,39Yp9wwQiSRIDOvrVg7mbk
A Tu Merced,Bad Bunny,1134750,4r9jkMEnArtWGH2rL2FZl0
River (feat. Ed Sheeran),Eminem,1134606,1cS0TgbR263ey9jn0MwD2s
Your Song,Rita Ora,1133778,54suAFhsGjOKBhrUedu0pm
Otro Trago,"Sech, Darell",1128641,1Ej96GIBCTvgH7tNX1r3qr
How Long,Charlie Puth,1125707,6wmAHw1szh5RCKSRjiXhPe
Passionfruit,Drake,1123197,5mCPDVBb16L4XQwDdbRUpz
Perfect Duet (Ed Sheeran & Beyoncé),Ed Sheeran,1122426,1bhUWB0zJMIKr9yVPrkEuI
Back To You - From 13 Reasons Why – Season 2 Soundtrack,Selena Gomez,1118556,4hQ6UGyWQIGJmHSo0J88JW
Yo Perreo Sola,Bad Bunny,1116961,0SqqAgdovOE24BzxIClpjw
Goosebumps - Remix,"Travis Scott, HVME",1116478,5uEYRdEIh9Bo4fpjDd4Na9
Last Christmas,Wham!,1114774,2FRnf9qhLbvw8fu4IBXx78
Mayores,"Becky G, Bad Bunny",1111397,2AY1UAimvTqjJC8vDJsOyy
Happier Than Ever,Billie Eilish,1108070,4RVwu0g32PAqgUiJoXsdF8
Nice For What,Drake,1104266,3CA9pLiwRIGtUBiMjbZmRw
Loco Contigo (feat. J. Balvin & Tyga),"DJ Snake, J Balvin",1102577,6osaMSJh9NguagEDQcZaKx
I Miss You (feat. Julia Michaels),Clean Bandit,1101810,0Ult84lvFuqNvbyXwyRQ58
Verte Ir,"DJ Luian, Mambo Kingz, Anuel AA, Nicky Jam, Darell, Brytiago",1100489,4lzxJ4jCuFDXXGkE1LmpKR
Heartbreak Anniversary,Giveon,1097867,2QfznFotJNZmnIEYFdzE5T
Hecha Pa' Mi,Boza,1094634,3VvA1wSxukMLsvXoXtlwWx
Glorious (feat. Skylar Grey),Macklemore,1093836,0CokSRCu5hZgPxcZBaEzVE
Always Remember Us This Way,Lady Gaga,1093017,2rbDhOo9Fh61Bbu23T2qCk
La Difícil,Bad Bunny,1092434,6NfrH0ANGmgBXyxgV2PeXt
Come & Go (with Marshmello),Juice WRLD,1092129,2Y0wPrPQBrGhoLn14xRYCG
Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1091220,2YpeDb67231RjR0MgVLzsG
Laugh Now Cry Later (feat. Lil Durk),Drake,1090425,2SAqBLGA283SUiwJ3xOUVI
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,1088440,4vUmTMuQqjdnvlZmAH61Qk
In My Blood,Shawn Mendes,1088312,2QZ7WLBE8h2y1Y5Fb8RYbH
BICHOTA,KAROL G,1083611,7vrJn5hDSXRmdXoR30KgF1
Te Amo,"Piso 21, Paulo Londra",1083401,2RVrdr062uLFxXwIxwdXPH
Diosa,Myke Towers,1080617,3JHpk0DOTOzyh0777JFAky
Bandido,"Myke Towers, Juhn",1079829,1xK1Gg9SxG8fy2Ya373oqb
Be Kind (with Halsey),Marshmello,1078060,3Z8FwOEN59mRMxDCtb8N0A
Streets,Doja Cat,1075282,60ynsPSSKe6O3sfwRnIBRf
Síguelo Bailando,Ozuna,1074912,5Y9fnynLlIvqtM710MHzfz
Sensualidad,"Bad Bunny, Prince Royce, J Balvin, Mambo Kingz, DJ Luian",1074006,5hcisvFMidkMJlElTO9Qmw
La Tóxica,Farruko,1073363,15OjBeqNX3bShsGYQbteRv
Amanece,"Anuel AA, Haze",1070674,1LiN0Z98FkR1t0m8KmLcAH
Beautiful (feat. Camila Cabello),Bazzi,1070097,4VUwkH455At9kENOfzTqmF
Azul,J Balvin,1068147,2lCkncy6bIB0LTMT7kvrD1
Por Perro,"Sebastian Yatra, Luis Figueroa, Lary Over",1066372,2alIsNw1mqEShbWyO1HXZZ
In the Name of Love,"Martin Garrix, Bebe Rexha",1065387,23L5CiUhw2jV1OIMwthR3S
Hey DJ,"CNCO, Yandel",1064759,1XgpK29CGGjZnxPYkiRbh4
You Don't Know Me - Radio Edit,"Jax Jones, RAYE",1064525,6ZEFXgJxpVQxC7O9JFl0JE
Love Someone,Lukas Graham,1062048,2JqnpexlO9dmvjUMCaLCLJ
Sign of the Times,Harry Styles,1061844,5Ohxk2dO5COHF1krpoPigN
"1, 2, 3 (feat. Jason Derulo & De La Ghetto)",Sofía Reyes,1059278,4QtiVmuA88tPQiCOHZuQ5b
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,1057654,7ycWLEP1GsNjVvcjawXz3z
Dembow,Danny Ocean,1056786,2EzRdhuoPyNJDlep7lnNf2
Reloj,"Rauw Alejandro, Anuel AA",1054865,4loQgPwJHocL3dFwLfjb1J
Si Tú La Ves (feat. Wisin),Nicky Jam,1052475,4yN6xPLopmTLvc27pO9LIE
Don't Wanna Know,"Maroon 5, Kendrick Lamar",1048870,5o3GnrcFtvkdf3zFznuSbA
Slow Hands,Niall Horan,1048602,2cOUlop2ZakjOKe4WinesN
Ya No Tiene Novio,"Sebastian Yatra, Mau y Ricky",1047308,7uQmJ1jgNzBpATSoWKSPFu
Shotgun,George Ezra,1046095,4ofwffwvvnbSkrMSCKQDaC
Créeme,"KAROL G, Maluma",1045942,1mT47pKLXUwPYGwB91GcNz
Look Alive (feat. Drake),BlocBoy JB,1044328,6HJ34Zyw6bg8yGm28AxLXf
"Ay, DiOs Mío!",KAROL G,1039336,7x4ASXYEKfQBCewcZhK776
Never Be the Same,Camila Cabello,1039259,4eWQlBRaTjPPUlzacqEeoQ
Another One Bites The Dust - Remastered 2011,Queen,1036269,5vdp5UmvTsnMEMESIF2Ym7
Relación - Remix,"Sech, Daddy Yankee, J Balvin, ROSALÍA, Farruko",1033651,35UUpTmrcFXNIVIN26ujXl
Sigo Extrañándote,J Balvin,1033337,0k23rRi1B8ZHrKtzECGoyk
"break up with your girlfriend, i'm bored",Ariana Grande,1026893,4kV4N9D1iKVxx1KLvtTpjS
La Nota,"Manuel Turizo, Rauw Alejandro, Myke Towers",1025873,7ndTONDDRFGiPnnhOzOXxq
Que Va,"Alex Sensation, Ozuna",1025699,6J1R5wtPXiHiwiPstOSI56
Otro Trago - Remix,"Sech, Ozuna, Anuel AA, Darell, Nicky Jam",1023675,4bTZeO72FwMa6wKOiqoynL
Chica Ideal,"Sebastian Yatra, Guaynaa",1022937,21N4Buj4xsyLb218lYle61
Downtown,"Anitta, J Balvin",1021751,3Ga6eKrUFf12ouh9Yw3v2D
Back to You (feat. Bebe Rexha & Digital Farm Animals),Louis Tomlinson,1019037,7F9vK8hNFMml4GtHsaXui6
Don't Let Me Down (feat. Daya),The Chainsmokers,1018738,4s2rzq6ZpCfg5ODq0z79QG
Location,Khalid,1017658,152lZdxL1OR0ZMW6KquMif
Bonita,"J Balvin, Jowell & Randy",1015882,0atfY1ew83Ql9nNnJiD2t5
Elegí (feat. Dímelo Flow),"Rauw Alejandro, Dalex, Lenny Tavárez",1012032,50ZC4PM7hywH27RcCfViau
HOLIDAY,Lil Nas X,1009917,6zFMeegAMYQo0mt8rXtrli
Te Robaré,"Nicky Jam, Ozuna",1009016,4PJ3umtW1aWdfh5EITHc6T
Gucci Gang,Lil Pump,1007234,43ZyHQITOjhciSUUNPVRHc
Si Se Da - Remix,"Myke Towers, Farruko, Arcangel, Sech, Zion",1005596,6K5BsR04ijf3FHNzjbaagD
HP,Maluma,1005213,1LIqNVhaIgxXUt2eVoIQJ3
Cold,"Maroon 5, Future",1003991,2NlTOhsAamXOaZciOXbITb
All Falls Down (feat. Juliander),"Alan Walker, Noah Cyrus, Digital Farm Animals",1003500,5yFSF6qQA1rcLsQRnBsZgb
Money In The Grave (Drake ft. Rick Ross),Drake,1001996,5ry2OE6R2zPQFDO85XkgRb
Rescue Me,OneRepublic,998824,0mjAU3yKR1QnXnHtjGJqTM
Báilame - Remix,"Nacho, Yandel, Bad Bunny, Mambo Kingz, DJ Luian",998639,4l3xGFwoTinvYxsePytOOf
ZEZE (feat. Travis Scott & Offset),Kodak Black,998041,0FZ4Dmg8jJJAPJnvBIzD9z
Cuaderno,"Dalex, Nicky Jam, Justin Quiles, Sech, Lenny Tavárez, Feid, Rafa Pabön",997634,7anSoGdgtmJTAPZBzcPhO6
God is a woman,Ariana Grande,996329,5OCJzvD7sykQEKHH7qAC3C
Chained To The Rhythm,"Katy Perry, Skip Marley",984333,7qvxFz3JodM0A7xEM7k3YD
Prisoner (feat. Dua Lipa),Miley Cyrus,983666,2Oycxb8QbPkpHTo8ZrmG0B
Quiero Repetir,"Ozuna, J Balvin",977819,0MIcPSq9n2z5H8TAfEstri
Suena El Dembow,"Joey Montana, Sebastian Yatra",977758,4WG1z3DsOmkByBsVfHN0JV
Dura,Daddy Yankee,974404,6KuqAtoeVzxAYOaMveLNpH
ME! (feat. Brendon Urie of Panic! At The Disco),Taylor Swift,973420,2Rk4JlNc2TPmZe2af99d45
Caramelo,Ozuna,966963,3gD4J3RUHy4OUuZ3qAiaiG
Quiéreme Mientras Se Pueda,Manuel Turizo,965393,34LI7rwi9H8w2S5KTHnv1M
Cold Water (feat. Justin Bieber & MØ),Major Lazer,964955,5x9uAWpQ0qj8V61xckw6TV
Vida de Rico,Camilo,964562,4nTduFjaTmGysc9WKNuCcs
Relación,Sech,961761,3ZG8N7aWw2meb6UrI5ZmnZ
Panini,Lil Nas X,960504,1000nHvUdawXuUHgBod4Wv
Bella y Sensual,"Romeo Santos, Daddy Yankee, Nicky Jam",959475,0ERbK7qVqveCaBWIiYCrl3
TE MUDASTE,Bad Bunny,955912,5RubKOuDoPn5Kj5TLVxSxY
Parce (feat. Justin Quiles),"Maluma, Lenny Tavárez",952595,4RJz8NfIe09gpKMiRUWKhJ
La Forma en Que Me Miras,"Super Yei, Jone Quest, Sammy, Myke Towers, Lenny Tavárez, Rafa Pabön",951856,57Ba26w9eoXx8BBUNgRNLV
Quizas,"Rich Music LTD, Sech, Dalex, Justin Quiles, Lenny Tavárez, Feid, Wisin, Zion",950140,5Id5B3dxJZhPcV9GzgYZZe
Wishing Well,Juice WRLD,947900,2U5WueTLIK5WJLD7mvDODv
Jangueo,"Alex Rose, Rafa Pabön",946053,1bRpSCFv6P2OUhciByeRYR
Amigos Con Derechos,"Reik, Maluma",944923,4yVO0wOhXsZC1RuPgHP524
Besos En Guerra,"Morat, Juanes",944867,1mlGScrDQqHqmhdIqE8MmA
Vacaciones,Wisin,941775,1rXojdsUqqxGj2WCmJGWHP
Hold On,Justin Bieber,937059,1nahzW3kfMuwReTka28tH5
Esperándote,Manuel Turizo,936702,6DPp7xKJ4WS71HldGA038M
My Oh My (feat. DaBaby),Camila Cabello,933513,3yOlyBJuViE2YSGn3nVE1K
Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy),Martin Garrix,933199,7Feaw9WAEREY0DUOSXJLOM
Pepas,Farruko,931845,5fwSHlTEWpluwOM0Sxnh5k
Bruises,Lewis Capaldi,930879,4Of7rzpRpV1mWRbhp5rAqG
Safari,"J Balvin, Pharrell Williams, BIA, Sky",930851,456xBIOmLRoLzCvCzZrWge
Mr. Brightside,The Killers,930310,003vvx7Niy0yvhvHt4a68B
POPSTAR (feat. Drake),DJ Khaled,930068,6EDO9iiTtwNv6waLwa1UUq
Te Quiero Pa´Mi,"Don Omar, Zion & Lennox",927092,5YTMV11r6H8eeKuHghbBql
Santa Tell Me,Ariana Grande,922121,0lizgQ7Qw35od7CYaoMBZb
"How Far I'll Go - From ""Moana""",Alessia Cara,921446,5EbX5xL3O2xT8FxCpYzgUO
Morado,J Balvin,918569,3mQ6SLdxxaL52Yte7KF2Ks
So Am I,Ava Max,915446,2Xnv3GntqbBH1juvUYSpHG
First Time,"Kygo, Ellie Goulding",914689,2Gl0FzuLxflY6nPifJp5Dr
Fiel,"Los Legendarios, Wisin, Jhay Cortez",914482,7Bk0uXKk1uPT0XuQbpFzvs
Mi Niña,"Wisin, Myke Towers, Los Legendarios",913718,2bgcUk2A3jjKbCJ7KPquTi
Born To Be Yours,"Kygo, Imagine Dragons",912869,0kHyKhJMukHEPfeh8s7rdM
Starving,"Hailee Steinfeld, Grey, Zedd",910621,4Ce37cRWvM1vIGGynKcs22
Talk (feat. Disclosure),Khalid,910078,6TqXcAFInzjp0bODyvrWEq
Look What You Made Me Do,Taylor Swift,910038,1P17dC1amhFzptugyAO7Il
Arms Around You (feat. Maluma & Swae Lee),"XXXTENTACION, Lil Pump",906212,2LskIZrCeLxRvCiGP8gxlh
Bella,Wolfine,901697,68sQIehHsGohLMgcP5nlND
Si Te Vas,"Sech, Ozuna",900193,6Y4PDQv4XjYjHLeLmvyOt0
Ocean (feat. Khalid),Martin Garrix,899062,3nc420PXjTdBV5TN0gCFkS
Anywhere,Rita Ora,896775,6ZiSScoPLyeZyIudUBip1V
Nonstop,Drake,895884,0TlLq3lA83rQOYtrqBqSct
Side To Side,"Ariana Grande, Nicki Minaj",894932,44ONERBHALxftQNWq6dmyd
Si Me Dices Que Sí,"Reik, Farruko, Camilo",894577,56Ta1O7Jxxpjnc6cWdDKUo
"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix","Justin Quiles, Natti Natasha, Farruko",893781,1ndyl3wJCFs872XZ3ztPk6
Despeinada,"Ozuna, Camilo",893745,0JAZWvvqttGFm4UMDsPQXC
Truth Hurts,Lizzo,893345,3HWzoMvoF3TQfYg4UPszDq
Never Really Over,Katy Perry,893001,5PYQUBXc7NYeI1obMKSJK0
Mood Swings (feat. Lil Tjay),Pop Smoke,892112,52BXZ2t5OEA3FPZrG4VSwr
Anyone,Justin Bieber,891570,2WnAKZefdRHxtBEkRjFOHC
Kill This Love,BLACKPINK,889600,5GK7eDDTVz7CTge1wJrDQW
Remind Me to Forget,"Kygo, Miguel",887474,5sIx4BlfYGuZeSLF40N9GH
BEBE,"6ix9ine, Anuel AA",886410,4jCodMLVA5tV5MhPrspTfV
Just Hold On,"Steve Aoki, Louis Tomlinson",885111,3EmmCZoqpWOTY1g2GBwJoR
Going Bad (feat. Drake),Meek Mill,882045,2IRZnDFmlqMuOrYOLnZZyc
Escápate Conmigo,"Wisin, Ozuna",879239,1KSqYYJFyfTecXFk9M0prc
MIDDLE CHILD,J. Cole,878174,2JvzF1RMd7lE3KmFlsyZD8
Cold Heart - PNAU Remix,"Elton John, Dua Lipa",877987,6zSpb8dQRaw0M1dK8PBwQz
Giant (with Rag'n'Bone Man),Calvin Harris,876558,5itOtNx0WxtJmi1TQ3RuRd
Adictiva,"Daddy Yankee, Anuel AA",875071,6MJUCumnQsQEKbCy28tbCP
Let You Love Me,Rita Ora,873735,0Hijswm0F2WNL0vN5e4CyE
Puntos Suspensivos,Piso 21,870624,04cd1MHVq1D8v1nuTZoCdv
Besándote,Piso 21,870542,43jclIPKJv9iFiYWVyWqsb
RAPSTAR,Polo G,869845,18vXApRmJSgQ6wG2ll9AOg
Todo De Ti,Rauw Alejandro,867238,3rdAz1fbUfZxYgaCviYhRo
Bank Account,21 Savage,867213,5eqK0tbzUPo2SoeZsov04s
Vente Pa' Ca (feat. Maluma),Ricky Martin,865442,7DM4BPaS7uofFul3ywMe46
No Te Contaron Mal,Christian Nodal,863552,7hbk4BaF66O09R1gq0bKwj
Solita,"Ozuna, Mambo Kingz, DJ Luian, Bad Bunny, Wisin, Almighty",862667,7rwX0O3RlxqqIjQM8evm5E
Beautiful Mistakes (feat. Megan Thee Stallion),Maroon 5,859781,5zFglKYiknIxks8geR8rcL
Hasta Que Dios Diga,"Anuel AA, Bad Bunny",858390,06s3QtMJVXw1AJX3UfvZG1
Dile Que Tu Me Quieres,Ozuna,858144,5u5MvmVtitax9R1Mxh3reC
Up,Cardi B,857491,1XXimziG1uhM0eDNCZCrUl
What About Us,P!nk,854196,0Qh38w01QRXK6KHIv0e3hb
WHATS POPPIN,Jack Harlow,853209,1jaTQ3nqY3oAAYyCTbIvnM
Monster (Shawn Mendes & Justin Bieber),Shawn Mendes,852684,2Z8yfpFX0ZMavHkcIeHiO1
Party Girl,StaySolidRocky,852619,5RqR4ZCCKJDcBLIn4sih9l
Call Out My Name,The Weeknd,851376,09mEdoA6zrmBPgTEN5qXmN
Soy Peor,Bad Bunny,851202,1JxhrUWZjuI8AOjDJ1JpMN
Andas En Mi Cabeza,"Chino & Nacho, Daddy Yankee",850704,23WI5V2eD4EyGKxSl7Pyeq
Caraluna,Bacilos,849393,7DhYjNLksXZhbRQeheAums
wish you were gay,Billie Eilish,848137,3Fj47GNK2kUF0uaEDgXLaD
On My Way,"Alan Walker, Sabrina Carpenter, Farruko",847411,4n7jnSxVLd8QioibtTDBDq
Mi Cuarto,Jerry Di,844753,6fmQjRuo7XvRFCK2qex5hQ
Boss Bitch,Doja Cat,844466,78qd8dvwea0Gosb6Fe6j3k
All Night,"The Vamps, Matoma",843856,0dXNQ8dckG4eYfEtq9zcva
Need To Know,Doja Cat,841420,3Vi5XqYrmQgOYBajMWSvCi
Hipócrita,"Anuel AA, Zion",841169,4CbANooTL2aTHzJZqQ0Uvk
Liar,Camila Cabello,840845,073ILU1C3APNRGF66VhtyA
De Los Besos Que Te Di,Christian Nodal,840799,1qfoq1qvZT7VwDVeekCJ97
Cuando Nadie Ve,Morat,840061,71iAechwVKGu26pahzFL0k
Here With Me,"Marshmello, CHVRCHES",840005,2jpKZFnBk98Ud3EoZiBOTf
Finesse - Remix; feat. Cardi B,Bruno Mars,838079,3Vo4wInECJQuz9BIBMOu8i
Mo Bamba,Sheck Wes,831792,1xzBco0xcoJEDXktl7Jxrr
Life Goes On,BTS,829934,5FVbvttjEvQ8r2BgUcJgNg
I'm a Mess,Bebe Rexha,829407,04ZTP5KsCypmtCmQg5tH9R
Hear Me Now,"Alok, Bruno Martini, Zeeba",829185,39cmB3ZoTOLwOTq7tMNqKa
FEFE (feat. Nicki Minaj & Murda Beatz),6ix9ine,828764,43VXG87ajppI8mO1Mxo8vu
Escápate Conmigo (feat. Ozuna),Wisin,825333,1KSqYYJFyfTecXFk9M0prc
It's Beginning to Look a Lot like Christmas,Michael Bublé,823186,3it2BvJfyhPEWF3kD2TZJ1
Quiere Beber,Anuel AA,820252,0FDMH2ahuIVzCybwHJK9zh
Head Shoulders Knees & Toes (feat. Norma Jean Martine),"Ofenbach, Quarterhead",814467,2RRpaU7jFVcwo23pthdnBv
Kiss and Make Up,"Dua Lipa, BLACKPINK",814454,7jr3iPu4O4bTCVwLMbdU2i
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,813162,0vbtURX4qv1l7besfwmnD8
Malibu,Miley Cyrus,812399,1UZOjK1BwmwWU14Erba9CZ
Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,811566,27rdGxbavYJeBphck5MZAF
"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","IAmChino, El Chacal",810611,6stYbAJgTszHAHZMPxWWCY
Jeans,Justin Quiles,810180,3GtnId3Cm1Xa6joCj08nzW
Baila Baila Baila,Ozuna,809824,5PXsZaT8cOxb4mXrA20PMQ
BUTTERFLY EFFECT,Travis Scott,809219,2cYqizR4lgvp4Qu6IQ3qGN
Culpables,"KAROL G, Anuel AA",808839,6q8Lb50EtqNeeJXXe8mMAH
Him & I (with Halsey),G-Eazy,807433,5k38wzpLb15YgncyWdTZE4
XO TOUR Llif3,Lil Uzi Vert,803357,7GX5flRQZVHRAGd6B4TmDO
You Need To Calm Down,Taylor Swift,803131,6RRNNciQGZEXnqk8SQ9yv5
Falling Down - Bonus Track,"Lil Peep, XXXTENTACION",802717,4jvjzW7Hm0yK4LvvE0Paz9
Midnight Sky,Miley Cyrus,802615,4i2qxFEVVUi8yOYoxB8TCX
El Efecto,"Rauw Alejandro, Chencho Corleone",802542,4SJHHpKhcuXwDsCsPqshXj
La Boca,"Mau y Ricky, Camilo",802157,0UQwlF2pRkr1lMN6kNNUj3
Baila Conmigo (with Rauw Alejandro),Selena Gomez,801623,079Ey5uxL04AKPQgVQwx5h
Si Se Da,"Myke Towers, Farruko",800949,6K5BsR04ijf3FHNzjbaagD
No Guidance (feat. Drake),Chris Brown,799752,6XHVuErjQ4XNm6nDPVCxVX
Whatever It Takes,Imagine Dragons,799314,6Qn5zhYkTa37e91HC1D7lb
Redbone,Childish Gambino,799191,3vQ4T78TTMOjQXGfXVKQJo
Bellaquita - Remix,"Dalex, Lenny Tavárez, Anitta, Natti Natasha, Farruko, Justin Quiles",798096,1Xnn1TPyr5h0hpRAT4B4EA
Indeciso,"Reik, J Balvin, Lalo Ebratt",798085,59s0s39NFWScuHDbHytI14
Weak,AJR,798025,3BuLtAmXKy5uQYl4ED1zBT
PORFA,"Feid, Justin Quiles",792669,4TOmcZvw0gHa7GiXRbcYAW
I Love It (& Lil Pump),Kanye West,791595,4S8d14HvHb70ImctNgVzQQ
3 Nights,Dominic Fike,790701,1tNJrcVe6gwLEiZCtprs1u
GOOBA,6ix9ine,789427,2zvDnNLW4yZ4a0YcGiOEBX
Dreams - 2004 Remaster,Fleetwood Mac,788888,0ofHAoxe9vBkTCp2UQIavz
Rewrite The Stars,"Zac Efron, Zendaya",788559,65fpYBrI8o2cfrwf2US4gq
Madura (feat. Bad Bunny),Cosculluela,785290,0r9d60ZYPAlFHq8qnUtkXN
My Way,Calvin Harris,785286,1vvNmPOiUuyCbgWmtc6yfm
Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),Major Lazer,785286,5Wh7OXtD7BzzUmhwzOpBZb
Saturday Nights,Khalid,782824,5kfNriitmkNE8mUbZ7gbq8
Ni Gucci Ni Prada,Kenny Man,782099,32lexhcz93AinKK0qLTZaZ
Sola,Manuel Turizo,778792,0KHhNlHN5lWn7q332PiPys
Another Love,Tom Odell,778568,3JvKfv6T31zO0ini8iNItO
Hasta Abajo,"Kevin Roldan, Bryant Myers, Lyanno",778213,4PEfJZpVjdclfzZ9XO8uDw
"Yo x Ti, Tu x Mi","ROSALÍA, Ozuna",777852,7BlBVFwvbWvcwNcUarQmjk
Like I Do,"David Guetta, Martin Garrix, Brooks",776467,6RnkFd8Fqqgk1Uni8RgqCQ
Bad Liar,Selena Gomez,776028,2fZQIJew3nkNe99s2PKzul
Good Days,SZA,775316,4PMqSO5qyjpvzhlLI5GnID
El Efecto - Remix,"Rauw Alejandro, Chencho Corleone, KEVVO, Bryant Myers, Lyanno, Dalex",774258,74j34STf8L6uADnTN69ohv
Don't Stop Me Now - Remastered 2011,Queen,770570,5T8EDUDqKcs6OSOwEsfqG7
Por Primera Vez,"Camilo, Evaluna Montaner",770398,0pgj4EzB1XRqgZemoMNG5D
Africa,TOTO,770171,2374M0fQpWi3dLnB54qaLX
Falling,Harry Styles,768874,1ZMiCix7XSAbfAJlEZWMCp
Tattoo,Rauw Alejandro,767865,7na7Bk98usp84FaOJFPv3d
"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",Justin Timberlake,767306,1WkMMavIMc4JZ8cfMmxHkI
Pareja Del Año,"Sebastian Yatra, Myke Towers",764781,2rCbl9naJYhaxjLsfx88uM
Happy Now,"Zedd, Elley Duhé",762838,4keoy2fqgwGnbWlm3ZVZFa
No Brainer,"DJ Khaled, Justin Bieber, Quavo, Chance the Rapper",761012,5WvAo7DNuPRmk4APhdPzi8
Who Do You Love,"The Chainsmokers, 5 Seconds of Summer",760556,2fVHrSxsQbJUuj9MW9zG1e
The Scientist,Coldplay,760068,75JFxkI2RXiU7L9VXzMkle
TKN (feat. Travis Scott),ROSALÍA,759628,4w47S36wQGBhGg073q3nt7
Bandit (with YoungBoy Never Broke Again),Juice WRLD,759261,6Gg1gjgKi2AK4e0qzsR7sd
MAMACITA,"Black Eyed Peas, Ozuna, J. Rey Soul",755965,14wf185UxfNbSy8dwt4r4q
Thunderclouds,"Sia, Diplo, Labrinth, LSD",754403,4lJNen4SMTIJMahALc3DcB
lovely,"Billie Eilish, Khalid",754376,0u2P5u6lvoDfwTYjAADbn4
Shed a Light,"Robin Schulz, David Guetta, Cheat Codes",752945,1eyrmeiDpdTkOmA839nPVQ
EL MAKINON,"KAROL G, Mariah Angeliq",752155,2FSGUA0gFgGeQdprjtGM2M
"Know No Better (feat. Travis Scott, Camila Cabello & Quavo)",Major Lazer,751241,5cxf8YcDttPsgZb8zt120n
BEBÉ,"Camilo, El Alfa",750820,3Zf4GutWZ7Hv3wsVQsSQPs
Bubalu,"Becky G, Prince Royce, DJ Luian, Mambo Kingz, Anuel AA",750244,7dNwJbsT0sg1le5kVugGJb
Shivers,Ed Sheeran,748727,50nfwKoDiSYg8zOCREWAm5
Crying in the Club,Camila Cabello,748482,1SJtlNRJDeYHioymcvsqev
Tuesday,"Burak Yeter, Danelle Sandoval",747646,7EVk9tRb6beJLTHrg6AkY9
Yonaguni,Bad Bunny,745492,2JPLbjOn0wPCngEot2STUS
Wonder,Shawn Mendes,745270,5KCbr5ndeby4y4ggthdiAb
Trampoline (with ZAYN),SHAED,741447,5UpI3vWoP90LFNct9GBHMe
Mala Mía,Maluma,740052,62o8KoI44JfN7aYxgTnPvh
My Universe,"Coldplay, BTS",735832,3FeVmId7tL5YN8B7R3imoM
Aullando,"Wisin & Yandel, Romeo Santos",734845,7BuHdm4lQqcyG3qTwdkxus
OK,"Robin Schulz, James Blunt",733534,3bWAqKDWg6u1davspr5IkS
Alguien Robo,"Sebastian Yatra, Nacho, Wisin",732550,0pQoNBSZeRFuhLVH8gCVDT
Fake Love,Drake,731615,343YBumqHu19cGoGARUTsd
El Farsante,Ozuna,730980,5EId1m4DNwTf3at31w8bPJ
Electricity (with Dua Lipa),"Silk City, Diplo, Mark Ronson",729832,5N4erncE7kuUccm7zEmwzk
Say My Name,"David Guetta, Bebe Rexha, J Balvin",729186,0YammaEkYSeo9vQYZ1OwS6
MONEY,LISA,728227,45OX2jjEw1l7lOFJfDP9fv
Imposible,"Luis Fonsi, Ozuna",726938,4cuGZb0iFyHtwaSKdKrJkF
Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) - Spanish Version,Pitbull,726903,2Vdub5mY4lad7w64bFPUez
Nena Maldicion (feat. Lenny Tavarez),"Paulo Londra, Lenny Tavárez",726347,77dMSg2VHi2wwXjXNrmcrZ
PPP,Kevin Roldan,725629,1DcxnVNFAyVl2sDQ646pXS
Darkside,"Alan Walker, Au/Ra, Tomine Harket",725289,6SRWhUJcD2YKahCwHavz3X
